Common labels: {"component":"loki.source.syslog","protocol":"udp"}
Line limit: "5000 reached, received logs cover 5.54% (6sec) of your selected time range (1min 50sec)"
Total bytes processed: "1.05  MB"
2026-04-07 15:00:44.822	2026-04-07T12:35:46.665261Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.822	2026-04-07T12:35:46.675653Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.822	2026-04-07T12:35:46.686029Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	2026-04-07T12:35:46.696544Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	2026-04-07T12:35:46.707027Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	2026-04-07T12:35:46.717698Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	2026-04-07T12:35:46.960828Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.

2026-04-07 15:00:44.824	2026-04-07T12:35:56.728241Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	2026-04-07T12:35:56.738620Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	2026-04-07T12:35:56.748965Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	2026-04-07T12:35:56.759392Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.824	HTTPConnectionPool(host='127.0.0.1', port=8086): Read timed out. (read timeout=0)

2026-04-07 15:00:44.824	(Publisher) Connection failed, retrying

2026-04-07 15:00:44.825	2026-04-07T12:35:56.770202Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.825	(DCPoller) Measurements values is None

2026-04-07 15:00:44.825	(Publisher) [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007). Reconnect failed. Retrying...

2026-04-07 15:00:44.825	2026-04-07T12:35:56.780779Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.825	(DCPoller) No publish because of an empty payload !

2026-04-07 15:00:44.825	(Publisher) Could not reconnect

2026-04-07 15:00:44.825	snapd.service: Failed with result 'watchdog'.

2026-04-07 15:00:44.825	2026-04-07T12:35:56.791206Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.826	(Publisher) Trying to reconnect in 10 seconds...

2026-04-07 15:00:44.826	2026-04-07T12:35:56.801578Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:35:56.811934Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:35:56.822315Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:35:56.970609Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.

2026-04-07 15:00:44.827	2026-04-07T12:36:06.832870Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:36:06.843246Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:36:06.853590Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:36:06.863977Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:36:06.874456Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:36:06.884889Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.827	2026-04-07T12:36:06.895253Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.828	2026-04-07T12:36:06.905601Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.829	2026-04-07T12:36:06.921429Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.829	2026-04-07T12:36:06.931787Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.829	2026-04-07T12:36:06.971344Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.

2026-04-07 15:00:44.829	2026-04-07T12:36:16.942502Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.829	2026-04-07T12:36:16.952865Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.829	2026-04-07T12:36:16.963220Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.829	2026-04-07T12:36:16.973566Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.829	2026-04-07T12:36:16.976738Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.

2026-04-07 15:00:44.829	2026-04-07T12:36:16.983942Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:16.994332Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:17.004791Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:17.015171Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:17.025556Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:17.035913Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:26.978392Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.

2026-04-07 15:00:44.830	2026-04-07T12:36:27.046443Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:27.056805Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:27.068783Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.830	2026-04-07T12:36:27.079138Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:27.089520Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:27.099866Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:27.110220Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:27.120590Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:27.130942Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:27.141329Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:36.984980Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.

2026-04-07 15:00:44.831	2026-04-07T12:36:37.151917Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:37.162273Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.831	2026-04-07T12:36:37.172615Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:37.182956Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:37.193296Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:37.203676Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:37.214032Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:37.224452Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:37.234857Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:37.245226Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:46.995267Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.

2026-04-07 15:00:44.833	2026-04-07T12:36:47.255734Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.833	2026-04-07T12:36:47.266105Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.276511Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.287028Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.297413Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.345821Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.356469Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.367003Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.377699Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:47.388158Z||080F0602|Trace error web.automation.verifier|||webserver|Automation Core|web.automation.verifier|token_verifier.cpp|validateToken|95|Verifier timeout

2026-04-07 15:00:44.834	2026-04-07T12:36:57.002649Z||080F0FFF|Trace error common.scheduler.rt|||scheduler|Automation Core|common.scheduler.rt|scheduler_datalayer.cpp|operator()|401|Reading 'system/admin/busy' failed. Reset of busy flag in scheduler.
